texts,intents
what words describe Evil Aliens?,"movie_to_tags
"
describe the movie The Loved One in a few words?,"movie_to_tags
"
which words describe movie Beautiful Boxer?,"movie_to_tags
"
can you give a few words describing A Prophet?,"movie_to_tags
"
can you give a few words describing what And the Band Played On is about?,"movie_to_tags
"
what words describe film Ghost Town?,"movie_to_tags
"
which words describe movie Swiss Family Robinson?,"movie_to_tags
"
what topics is Shopgirl about?,"movie_to_tags
"
which words describe movie The Shock Doctrine?,"movie_to_tags
"
which topics is Death Wish 3 about?,"movie_to_tags
"
which words describe film The Great Ziegfeld?,"movie_to_tags
"
what terms are applicable to Supergirl?,"movie_to_tags
"
what terms are applicable to The Mad Magician?,"movie_to_tags
"
which topics is The Match King about?,"movie_to_tags
"
describe the movie Anatomy of a Murder in a few words?,"movie_to_tags
"
which words describe film The Plague of the Zombies?,"movie_to_tags
"
what are some words that  describe movie Killshot?,"movie_to_tags
"
which words describe film The Legend of Suriyothai?,"movie_to_tags
"
what are some words that  describe movie Sudden Fear?,"movie_to_tags
"
what topics is Last Stand at Saber River about?,"movie_to_tags
"
can you give a few words describing what Last Man Standing is about?,"movie_to_tags
"
can you describe movie Creator in a few words?,"movie_to_tags
"
can you give a few words describing what Pale Flower is about?,"movie_to_tags
"
which words describe The United States of Leland?,"movie_to_tags
"
which words describe The Liberation of L.B. Jones?,"movie_to_tags
"
which topics is Enter the Ninja about?,"movie_to_tags
"
which words describe film Saw V?,"movie_to_tags
"
which words describe Doctor Dolittle?,"movie_to_tags
"
what are some words that  describe movie The Big Store?,"movie_to_tags
"
what words describe film Timecode?,"movie_to_tags
"
what topics is Dark Shadows about?,"movie_to_tags
"
what words describe John Q?,"movie_to_tags
"
what topics is The Libertine about?,"movie_to_tags
"
can you describe movie Weekend at Bernie's in a few words?,"movie_to_tags
"
describe the movie Who Framed Roger Rabbit in a few words?,"movie_to_tags
"
describe The Killing Room in a few words?,"movie_to_tags
"
what are some words that  describe movie The River Why?,"movie_to_tags
"
can you give a few words describing The Crime of Monsieur Lange?,"movie_to_tags
"
what words describe film Seraphim Falls?,"movie_to_tags
"
what words describe The Creation of the Humanoids?,"movie_to_tags
"
which topics is Rain Man about?,"movie_to_tags
"
what words describe film A Tree Grows in Brooklyn?,"movie_to_tags
"
can you give a few words describing what Clash by Night is about?,"movie_to_tags
"
can you give a few words describing Beauty and the Beast?,"movie_to_tags
"
describe Will Success Spoil Rock Hunter??,"movie_to_tags
"
what words describe The Color of Pomegranates?,"movie_to_tags
"
which words describe film Bringing Up Baby?,"movie_to_tags
"
can you give a few words describing what Chillerama is about?,"movie_to_tags
"
what are some words that  describe movie Saint Ralph?,"movie_to_tags
"
which words describe Lord Jim?,"movie_to_tags
"
what words describe Celebrity?,"movie_to_tags
"
which words describe film Baadasssss!?,"movie_to_tags
"
which words describe film The Fiances?,"movie_to_tags
"
what terms are applicable to Another Country?,"movie_to_tags
"
which words describe movie Dracula?,"movie_to_tags
"
describe the movie The Big Picture in a few words?,"movie_to_tags
"
which topics is movie Night and Day about?,"movie_to_tags
"
describe the movie To Hell and Back in a few words?,"movie_to_tags
"
what words describe film Battling Butler?,"movie_to_tags
"
can you give a few words describing what Return to House on Haunted Hill is about?,"movie_to_tags
"
describe The Closet in a few words?,"movie_to_tags
"
describe Last Night in a few words?,"movie_to_tags
"
what terms are applicable to Behind the Sun?,"movie_to_tags
"
describe the movie Rocky IV in a few words?,"movie_to_tags
"
describe Higher Ground?,"movie_to_tags
"
describe The Boys in the Band?,"movie_to_tags
"
describe the movie Khumba in a few words?,"movie_to_tags
"
which words describe Mona Lisa Smile?,"movie_to_tags
"
what terms are applicable to The Numbers Station?,"movie_to_tags
"
can you give a few words describing what Robots is about?,"movie_to_tags
"
describe Time of the Gypsies?,"movie_to_tags
"
which words describe Absence of Malice?,"movie_to_tags
"
can you give a few words describing what Parents is about?,"movie_to_tags
"
can you give a few words describing what Sugar is about?,"movie_to_tags
"
which topics is The Man Who Planted Trees about?,"movie_to_tags
"
what terms are applicable to Fanny?,"movie_to_tags
"
what topics is A Passage to India about?,"movie_to_tags
"
can you give a few words describing what Clay Pigeons is about?,"movie_to_tags
"
describe Midnight Express in a few words?,"movie_to_tags
"
which topics is movie The Man Who Sued God about?,"movie_to_tags
"
which topics is The Wedding Ringer about?,"movie_to_tags
"
what words describe film The Silver Chalice?,"movie_to_tags
"
describe The Center of the World?,"movie_to_tags
"
what words describe The Monuments Men?,"movie_to_tags
"
which words describe film Goldfish Memory?,"movie_to_tags
"
describe Changeling?,"movie_to_tags
"
what topics is Black Swan about?,"movie_to_tags
"
can you give a few words describing what Torque is about?,"movie_to_tags
"
can you give a few words describing The Iron Lady?,"movie_to_tags
"
what terms are applicable to Dogs in Space?,"movie_to_tags
"
what topics is Hit Man about?,"movie_to_tags
"
what terms are applicable to La rabbia?,"movie_to_tags
"
what topics is Ulzana's Raid about?,"movie_to_tags
"
what topics is Rabid about?,"movie_to_tags
"
describe the movie The Cabin in the Cotton in a few words?,"movie_to_tags
"
which words describe movie The Monster Club?,"movie_to_tags
"
what are some words that  describe movie You Can Count on Me?,"movie_to_tags
"
can you describe movie Hadewijch in a few words?,"movie_to_tags
"
"which topics is The Karate Kid, Part II about?","movie_to_tags
"
which words describe film Panic in the Streets?,"movie_to_tags
"
which topics is What's in a Name? about?,"movie_to_tags
"
what are some words that  describe movie The Ambassador?,"movie_to_tags
"
can you give a few words describing what Is the Man Who Is Tall Happy? is about?,"movie_to_tags
"
which topics is Beetlejuice about?,"movie_to_tags
"
what words describe Witness?,"movie_to_tags
"
what words describe film Defendor?,"movie_to_tags
"
can you give a few words describing what Home from the Hill is about?,"movie_to_tags
"
describe the movie Noi the Albino in a few words?,"movie_to_tags
"
which words describe The Bank Job?,"movie_to_tags
"
describe The Legend of Suram Fortress in a few words?,"movie_to_tags
"
which words describe film The Jungle Book?,"movie_to_tags
"
which words describe Rear Window?,"movie_to_tags
"
which words describe film American Gangster?,"movie_to_tags
"
what words describe La Jet̩e?,"movie_to_tags
"
what topics is War and Peace about?,"movie_to_tags
"
can you describe movie The Million Dollar Hotel in a few words?,"movie_to_tags
"
what topics is Finding Forrester about?,"movie_to_tags
"
which words describe The Great Lie?,"movie_to_tags
"
what are some words that  describe movie Happy New Year?,"movie_to_tags
"
what terms are applicable to The Scarlet Empress?,"movie_to_tags
"
describe the movie Duplicity in a few words?,"movie_to_tags
"
what topics is The Deep End of the Ocean about?,"movie_to_tags
"
describe Sabrina?,"movie_to_tags
"
can you describe movie The Crazies in a few words?,"movie_to_tags
"
can you give a few words describing Aquamarine?,"movie_to_tags
"
what words describe The Ballad of Little Jo?,"movie_to_tags
"
describe Attack Force in a few words?,"movie_to_tags
"
what words describe Up?,"movie_to_tags
"
can you give a few words describing M?,"movie_to_tags
"
what are some words that  describe movie The Lodger?,"movie_to_tags
"
what words describe film Welcome to Mooseport?,"movie_to_tags
"
describe Race to Witch Mountain in a few words?,"movie_to_tags
"
what words describe film Day of the Dead?,"movie_to_tags
"
what topics is Evan Almighty about?,"movie_to_tags
"
what topics is The Day the Earth Stood Still about?,"movie_to_tags
"
can you give a few words describing what 88 Minutes is about?,"movie_to_tags
"
which topics is In This World about?,"movie_to_tags
"
can you give a few words describing Archangel?,"movie_to_tags
"
can you give a few words describing Valkyrie?,"movie_to_tags
"
describe Sinister?,"movie_to_tags
"
can you give a few words describing We Are Marshall?,"movie_to_tags
"
what words describe film This Christmas?,"movie_to_tags
"
what terms are applicable to On Moonlight Bay?,"movie_to_tags
"
which words describe film The Son of No One?,"movie_to_tags
"
can you describe movie Saw IV in a few words?,"movie_to_tags
"
which words describe movie The Last House on the Left?,"movie_to_tags
"
describe the movie Welcome to Collinwood in a few words?,"movie_to_tags
"
can you give a few words describing The Road to El Dorado?,"movie_to_tags
"
which topics is Water Drops on Burning Rocks about?,"movie_to_tags
"
which topics is Medium Cool about?,"movie_to_tags
"
"describe the movie The Prize Winner of Defiance, Ohio in a few words?","movie_to_tags
"
which topics is Girls About Town about?,"movie_to_tags
"
which words describe movie The Master?,"movie_to_tags
"
which words describe film Pete Kelly's Blues?,"movie_to_tags
"
which words describe movie The State of Things?,"movie_to_tags
"
which topics is More about?,"movie_to_tags
"
what are some words that  describe movie Carnival of Souls?,"movie_to_tags
"
what are some words that  describe movie Pete's Dragon?,"movie_to_tags
"
describe the movie Torrid Zone in a few words?,"movie_to_tags
"
what words describe Bus 174?,"movie_to_tags
"
what terms are applicable to Johnny Eager?,"movie_to_tags
"
describe Tickets?,"movie_to_tags
"
can you give a few words describing what Mr. Hobbs Takes a Vacation is about?,"movie_to_tags
"
what words describe film There Will Be Blood?,"movie_to_tags
"
which topics is movie The Hangover Part II about?,"movie_to_tags
"
which words describe Magic?,"movie_to_tags
"
which topics is movie Me and the Colonel about?,"movie_to_tags
"
can you describe movie Angels in the Outfield in a few words?,"movie_to_tags
"
can you give a few words describing what The Rains Came is about?,"movie_to_tags
"
describe the movie Black Caesar in a few words?,"movie_to_tags
"
which words describe movie The Muppet Movie?,"movie_to_tags
"
describe Murk in a few words?,"movie_to_tags
"
which words describe I Am Number Four?,"movie_to_tags
"
which topics is I'm the One That I Want about?,"movie_to_tags
"
what words describe Harry and Tonto?,"movie_to_tags
"
can you describe movie Hidalgo in a few words?,"movie_to_tags
"
which words describe Firewalker?,"movie_to_tags
"
which topics is Susannah of the Mounties about?,"movie_to_tags
"
what words describe film Klown?,"movie_to_tags
"
which topics is movie The Quatermass Xperiment about?,"movie_to_tags
"
what words describe Come Blow Your Horn?,"movie_to_tags
"
describe the movie Charulata in a few words?,"movie_to_tags
"
what topics is I Could Never Be Your Woman about?,"movie_to_tags
"
describe M in a few words?,"movie_to_tags
"
can you describe movie The Idiots in a few words?,"movie_to_tags
"
describe the movie Bedrooms and Hallways in a few words?,"movie_to_tags
"
describe Bound for Glory in a few words?,"movie_to_tags
"
describe the movie Jungle 2 Jungle in a few words?,"movie_to_tags
"
what topics is The Divorcee about?,"movie_to_tags
"
what words describe The Asphyx?,"movie_to_tags
"
describe A Walk in the Clouds in a few words?,"movie_to_tags
"
what words describe film The Quiet Duel?,"movie_to_tags
"
describe the movie The Motorcycle Diaries in a few words?,"movie_to_tags
"
which words describe film It's a Very Merry Muppet Christmas Movie?,"movie_to_tags
"
which words describe movie Even the Rain?,"movie_to_tags
"
can you give a few words describing what Hotel for Dogs is about?,"movie_to_tags
"
what words describe film Sex and the City?,"movie_to_tags
"
which words describe movie Scarecrow?,"movie_to_tags
"
which words describe film Gone Girl?,"movie_to_tags
"
what topics is A Chorus Line about?,"movie_to_tags
"
which topics is Bloodbath at the House of Death about?,"movie_to_tags
"
what words describe Zatoichi the Outlaw?,"movie_to_tags
"
what terms are applicable to The Cannonball Run?,"movie_to_tags
"
